provider,cidr,region
aws,52.61.40.56/29,us-gov-west-1
aws,52.61.40.64/29,us-gov-west-1
aws,52.61.40.72/29,us-gov-west-1
aws,52.61.40.80/29,us-gov-west-1
aws,52.61.40.104/29,us-gov-west-1
aws,52.61.193.0/24,us-gov-west-1
aws,52.62.0.0/15,ap-southeast-2
aws,52.64.0.0/17,ap-southeast-2
aws,52.64.128.0/17,ap-southeast-2
aws,52.65.0.0/16,ap-southeast-2
aws,52.66.0.0/16,ap-south-1
aws,52.66.194.128/26,ap-south-1
aws,52.67.0.0/16,sa-east-1
aws,52.68.0.0/15,ap-northeast-1
aws,52.70.0.0/15,us-east-1
aws,52.72.0.0/15,us-east-1
aws,52.74.0.0/16,ap-southeast-1
aws,52.75.0.0/16,us-west-2
aws,52.76.0.0/17,ap-southeast-1
aws,52.76.127.0/24,ap-southeast-1
aws,52.76.128.0/17,ap-southeast-1
aws,52.77.0.0/16,ap-southeast-1
aws,52.78.0.0/16,ap-northeast-2
aws,52.78.247.128/26,ap-northeast-2
aws,52.79.0.0/16,ap-northeast-2
aws,52.80.0.0/16,cn-north-1
aws,52.80.51.200/29,cn-north-1
aws,52.80.51.208/29,cn-north-1
aws,52.80.51.216/29,cn-north-1
aws,52.80.51.224/29,cn-north-1
aws,52.80.51.240/29,cn-north-1
aws,52.80.51.248/29,cn-north-1
aws,52.80.197.0/25,cn-north-1
aws,52.80.197.128/25,cn-north-1
aws,52.80.198.0/25,cn-north-1
aws,52.80.198.136/29,cn-north-1
aws,52.81.0.0/16,cn-north-1
aws,52.81.113.32/27,cn-north-1
aws,52.81.113.64/27,cn-north-1
aws,52.81.113.96/27,cn-north-1
aws,52.81.124.0/23,cn-north-1
aws,52.81.135.128/25,cn-north-1
aws,52.81.137.0/24,cn-north-1
aws,52.81.151.0/27,cn-north-1
aws,52.81.167.128/27,cn-north-1
aws,52.81.167.192/26,cn-north-1
aws,52.81.216.0/23,cn-north-1
aws,52.81.232.0/26,cn-north-1
aws,52.82.0.0/17,cn-northwest-1
aws,52.82.1.0/29,cn-northwest-1
aws,52.82.92.0/23,cn-northwest-1
aws,52.82.127.0/24,cn-northwest-1
aws,52.82.128.0/19,GLOBAL
aws,52.82.128.0/23,GLOBAL
aws,52.82.134.0/23,GLOBAL
aws,52.82.160.0/22,cn-northwest-1
aws,52.82.164.0/22,cn-northwest-1
aws,52.82.168.0/24,cn-northwest-1
aws,52.82.169.0/28,cn-northwest-1
aws,52.82.169.16/28,cn-northwest-1
aws,52.82.170.0/24,cn-northwest-1
aws,52.82.171.0/24,cn-northwest-1
aws,52.82.184.0/23,cn-northwest-1
aws,52.82.187.0/24,cn-northwest-1
aws,52.82.188.0/22,cn-northwest-1
aws,52.82.192.0/18,cn-northwest-1
aws,52.83.0.0/16,cn-northwest-1
aws,52.83.5.0/26,cn-northwest-1
aws,52.83.25.128/27,cn-northwest-1
aws,52.83.25.160/27,cn-northwest-1
aws,52.83.26.0/26,cn-northwest-1
aws,52.83.26.64/26,cn-northwest-1
aws,52.83.26.192/27,cn-northwest-1
aws,52.83.26.224/27,cn-northwest-1
aws,52.83.33.72/29,cn-northwest-1
aws,52.83.33.80/29,cn-northwest-1
aws,52.83.33.88/29,cn-northwest-1
aws,52.83.33.96/29,cn-northwest-1
aws,52.83.33.104/29,cn-northwest-1
aws,52.83.33.112/29,cn-northwest-1
aws,52.83.34.72/29,cn-northwest-1
aws,52.83.34.80/29,cn-northwest-1
aws,52.83.34.88/29,cn-northwest-1
aws,52.83.34.96/27,cn-northwest-1
aws,52.83.34.128/25,cn-northwest-1
aws,52.83.35.0/25,cn-northwest-1
aws,52.83.35.128/25,cn-northwest-1
aws,52.83.58.0/24,cn-northwest-1
aws,52.84.0.0/15,GLOBAL
aws,52.86.0.0/15,us-east-1
aws,52.88.0.0/15,us-west-2
aws,52.90.0.0/15,us-east-1
aws,52.92.0.0/17,eu-west-1
aws,52.92.128.0/17,us-west-2
aws,52.93.0.0/24,eu-west-1
aws,52.93.1.0/24,us-east-1
aws,52.93.2.0/24,eu-west-1
aws,52.93.3.0/24,us-east-1
aws,52.93.4.0/24,us-east-1
aws,52.93.5.0/24,ca-central-1
aws,52.93.6.0/23,eu-west-1
aws,52.93.8.0/22,ap-southeast-1
aws,52.93.12.0/24,us-west-2
aws,52.93.14.0/24,us-west-2
aws,52.93.16.0/24,eu-west-1
aws,52.93.17.0/24,eu-west-1
aws,52.93.18.0/24,eu-west-1
aws,52.93.19.0/24,ap-southeast-1
aws,52.93.20.0/24,us-west-2
aws,52.93.21.0/24,eu-west-1
aws,52.93.22.48/28,us-west-1
aws,52.93.22.64/29,us-west-1
aws,52.93.23.0/24,eu-central-1
aws,52.93.24.0/21,us-east-1
aws,52.93.32.176/32,eu-west-1
aws,52.93.32.179/32,us-east-2
aws,52.93.32.180/32,us-west-1
aws,52.93.32.183/32,ap-southeast-2
aws,52.93.32.184/32,il-central-1
aws,52.93.33.8/32,ap-southeast-2
aws,52.93.33.9/32,ap-southeast-2
aws,52.93.33.10/32,ap-southeast-2
aws,52.93.33.11/32,ap-southeast-2
aws,52.93.33.224/32,ap-southeast-2
aws,52.93.33.225/32,ap-southeast-2
aws,52.93.33.230/32,ap-southeast-2
aws,52.93.33.231/32,ap-southeast-2
aws,52.93.34.0/26,us-west-1
aws,52.93.34.64/26,us-west-1
aws,52.93.34.128/25,us-east-1
aws,52.93.35.0/24,ap-east-1
aws,52.93.36.0/24,eu-west-1
aws,52.93.37.0/24,us-east-1
aws,52.93.38.0/24,eu-west-1
aws,52.93.39.0/24,eu-west-1
aws,52.93.40.0/24,us-east-1
aws,52.93.41.0/24,eu-west-1
aws,52.93.42.0/24,eu-west-1
aws,52.93.43.0/24,eu-west-1
aws,52.93.44.0/24,sa-east-1
aws,52.93.45.0/25,eu-west-1
aws,52.93.45.128/25,ca-central-1
aws,52.93.47.0/24,us-west-1
aws,52.93.48.0/24,eu-west-1
aws,52.93.49.0/24,eu-west-1
aws,52.93.50.0/24,us-east-1
aws,52.93.51.0/24,us-east-1
aws,52.93.52.160/32,us-west-1
aws,52.93.52.161/32,us-west-1
aws,52.93.52.162/32,us-west-1
aws,52.93.52.163/32,us-west-1
aws,52.93.52.164/32,us-west-1
aws,52.93.52.165/32,us-west-1
aws,52.93.52.166/32,us-west-1
aws,52.93.52.167/32,us-west-1
aws,52.93.53.0/32,us-west-1
aws,52.93.53.1/32,us-west-1
aws,52.93.53.2/32,us-west-1
aws,52.93.53.3/32,us-west-1
aws,52.93.53.4/32,us-west-1
aws,52.93.53.5/32,us-west-1
aws,52.93.53.6/32,us-west-1
aws,52.93.53.7/32,us-west-1
aws,52.93.55.144/31,us-west-1
aws,52.93.55.146/31,us-west-1
aws,52.93.55.148/31,us-west-1
aws,52.93.55.152/31,us-west-1
aws,52.93.55.154/31,us-west-1
aws,52.93.55.156/31,us-west-1
aws,52.93.55.158/31,us-west-1
aws,52.93.55.160/31,us-west-1
aws,52.93.55.162/31,us-west-1
aws,52.93.55.164/31,us-west-1
aws,52.93.55.166/31,us-west-1
aws,52.93.56.0/24,eu-west-2
aws,52.93.57.0/24,af-south-1
aws,52.93.58.0/24,eu-west-1
aws,52.93.59.0/24,us-east-1
aws,52.93.60.0/24,us-east-1
aws,52.93.61.0/24,us-east-1
aws,52.93.62.0/24,us-east-2
aws,52.93.63.0/24,ap-southeast-1
aws,52.93.64.0/24,us-east-1
aws,52.93.65.0/24,us-east-1
aws,52.93.66.0/24,ap-northeast-1
aws,52.93.67.0/24,sa-east-1
aws,52.93.68.0/24,ap-south-1
aws,52.93.69.0/24,me-south-1
aws,52.93.70.40/29,us-east-1
aws,52.93.70.128/25,us-west-1
aws,52.93.71.37/32,eu-west-1
aws,52.93.71.38/32,eu-west-1
aws,52.93.71.39/32,eu-west-1
aws,52.93.71.40/32,eu-west-1
aws,52.93.71.41/32,eu-west-1
aws,52.93.71.42/32,eu-west-1
aws,52.93.71.43/32,eu-west-1
aws,52.93.71.44/32,eu-west-1
aws,52.93.71.45/32,eu-west-1
aws,52.93.71.46/32,eu-west-1
aws,52.93.71.47/32,eu-west-1
aws,52.93.72.0/23,ap-northeast-1
aws,52.93.74.0/24,us-east-1
aws,52.93.75.0/24,ca-central-1
aws,52.93.76.0/24,us-east-1
aws,52.93.77.0/24,ap-southeast-2
aws,52.93.78.0/24,ap-southeast-2
aws,52.93.79.0/24,ap-south-1
aws,52.93.80.0/24,eu-west-2
aws,52.93.81.0/24,eu-west-1
aws,52.93.82.0/24,ap-southeast-1
aws,52.93.83.0/24,ap-southeast-1
aws,52.93.84.160/32,us-east-1
aws,52.93.84.161/32,us-east-1
aws,52.93.84.162/32,us-east-1
aws,52.93.84.163/32,us-east-1
aws,52.93.84.164/32,us-east-1
aws,52.93.84.165/32,us-east-1
aws,52.93.84.166/32,us-east-1
aws,52.93.84.167/32,us-east-1
aws,52.93.84.192/32,us-east-1
aws,52.93.84.193/32,us-east-1
aws,52.93.84.194/32,us-east-1
aws,52.93.84.195/32,us-east-1
aws,52.93.84.196/32,us-east-1
aws,52.93.84.197/32,us-east-1
aws,52.93.84.198/32,us-east-1
aws,52.93.84.199/32,us-east-1
aws,52.93.86.160/32,us-east-1
aws,52.93.86.161/32,us-east-1
aws,52.93.86.162/32,us-east-1
aws,52.93.86.163/32,us-east-1
aws,52.93.86.164/32,us-east-1
aws,52.93.86.165/32,us-east-1
aws,52.93.86.166/32,us-east-1
aws,52.93.86.167/32,us-east-1
aws,52.93.86.192/32,us-east-1
aws,52.93.86.193/32,us-east-1
aws,52.93.86.194/32,us-east-1
aws,52.93.86.195/32,us-east-1
aws,52.93.86.196/32,us-east-1
aws,52.93.86.197/32,us-east-1
aws,52.93.86.198/32,us-east-1
aws,52.93.86.199/32,us-east-1
aws,52.93.87.96/27,us-east-1
aws,52.93.88.160/32,us-east-1
aws,52.93.88.161/32,us-east-1
aws,52.93.88.162/32,us-east-1
aws,52.93.88.163/32,us-east-1
aws,52.93.88.164/32,us-east-1
aws,52.93.88.165/32,us-east-1
aws,52.93.88.166/32,us-east-1
aws,52.93.88.167/32,us-east-1
aws,52.93.88.192/32,us-east-1
aws,52.93.88.193/32,us-east-1
aws,52.93.88.194/32,us-east-1
aws,52.93.88.195/32,us-east-1
aws,52.93.88.196/32,us-east-1
aws,52.93.88.197/32,us-east-1
aws,52.93.88.198/32,us-east-1
aws,52.93.88.199/32,us-east-1
aws,52.93.90.160/32,us-east-1
aws,52.93.90.161/32,us-east-1
aws,52.93.90.162/32,us-east-1
aws,52.93.90.163/32,us-east-1
aws,52.93.90.164/32,us-east-1
aws,52.93.90.165/32,us-east-1
aws,52.93.90.166/32,us-east-1
aws,52.93.90.167/32,us-east-1
aws,52.93.90.192/32,us-east-1
aws,52.93.90.193/32,us-east-1
aws,52.93.90.194/32,us-east-1
aws,52.93.90.195/32,us-east-1
aws,52.93.90.196/32,us-east-1
aws,52.93.90.197/32,us-east-1
aws,52.93.90.198/32,us-east-1
aws,52.93.90.199/32,us-east-1
aws,52.93.91.96/32,us-east-1
aws,52.93.91.97/32,us-east-1
aws,52.93.91.98/32,us-east-1
aws,52.93.91.99/32,us-east-1
aws,52.93.91.100/32,us-east-1
aws,52.93.91.101/32,us-east-1
aws,52.93.91.102/32,us-east-1
aws,52.93.91.103/32,us-east-1
aws,52.93.91.104/32,us-east-1
aws,52.93.91.105/32,us-east-1
aws,52.93.91.106/32,us-east-1
aws,52.93.91.107/32,us-east-1
aws,52.93.91.108/32,us-east-1
aws,52.93.91.109/32,us-east-1
aws,52.93.91.110/32,us-east-1
aws,52.93.91.111/32,us-east-1
aws,52.93.91.112/32,us-east-1
aws,52.93.91.113/32,us-east-1
aws,52.93.91.114/32,us-east-1
aws,52.93.91.115/32,us-east-1
aws,52.93.92.0/24,us-west-1
aws,52.93.93.0/24,eu-west-1
aws,52.93.94.0/24,us-west-1
aws,52.93.95.0/24,ap-northeast-1
aws,52.93.96.0/24,eu-west-1
aws,52.93.97.0/24,us-east-1
aws,52.93.98.0/24,ap-south-1
aws,52.93.99.0/24,ap-south-1
aws,52.93.100.0/23,eu-west-1
aws,52.93.111.0/24,eu-central-1
aws,52.93.112.0/24,eu-west-1
aws,52.93.113.0/24,eu-west-1
aws,52.93.115.0/24,ap-south-2
aws,52.93.116.0/24,ap-south-1
aws,52.93.119.144/30,us-east-1
aws,52.93.120.176/32,ap-northeast-3
aws,52.93.120.177/32,ap-northeast-3
aws,52.93.120.178/32,us-west-1
aws,52.93.120.179/32,us-west-2
aws,52.93.121.187/32,ap-northeast-1
aws,52.93.121.188/32,ap-northeast-1
aws,52.93.121.189/32,ap-northeast-1
aws,52.93.121.190/32,ap-northeast-1
aws,52.93.121.195/32,ap-northeast-1
aws,52.93.121.196/32,ap-northeast-1
aws,52.93.121.197/32,ap-northeast-1
aws,52.93.121.198/32,ap-northeast-1
aws,52.93.122.131/32,us-west-1
aws,52.93.122.202/32,sa-east-1
aws,52.93.122.203/32,sa-east-1
aws,52.93.122.218/32,us-west-2
aws,52.93.122.255/32,us-west-1
aws,52.93.123.6/32,eu-west-3
aws,52.93.123.11/32,us-west-1
aws,52.93.123.98/32,us-east-1
aws,52.93.123.99/32,us-east-1
aws,52.93.123.136/32,us-east-1
aws,52.93.123.255/32,us-east-1
aws,52.93.124.14/32,eu-south-1
aws,52.93.124.15/32,eu-south-1
aws,52.93.124.96/32,eu-west-3
aws,52.93.124.97/32,eu-west-3
aws,52.93.124.210/32,eu-south-1
aws,52.93.124.211/32,eu-south-1
aws,52.93.124.212/32,eu-west-3
aws,52.93.124.213/32,eu-west-3
aws,52.93.125.42/32,us-west-1
aws,52.93.125.43/32,us-west-1
aws,52.93.126.76/32,eu-west-1
aws,52.93.126.122/32,us-east-1
aws,52.93.126.123/32,us-east-1
aws,52.93.126.130/32,ap-southeast-2
aws,52.93.126.131/32,ap-southeast-2
aws,52.93.126.132/32,eu-central-1
aws,52.93.126.133/32,eu-central-1
aws,52.93.126.134/32,eu-central-1
aws,52.93.126.135/32,eu-central-1
aws,52.93.126.136/32,ap-southeast-2
aws,52.93.126.137/32,ap-southeast-2
aws,52.93.126.138/32,ap-southeast-2
aws,52.93.126.139/32,ap-southeast-2
aws,52.93.126.144/32,us-west-1
aws,52.93.126.145/32,us-west-1
aws,52.93.126.146/32,af-south-1
aws,52.93.126.147/32,af-south-1
aws,52.93.126.198/32,eu-south-1
aws,52.93.126.199/32,eu-south-1
aws,52.93.126.204/32,ap-south-1
aws,52.93.126.205/32,ap-south-1
aws,52.93.126.206/32,sa-east-1
aws,52.93.126.207/32,sa-east-1
aws,52.93.126.212/32,us-east-1
aws,52.93.126.213/32,us-east-1
aws,52.93.126.214/32,us-east-1
aws,52.93.126.215/32,us-east-1
aws,52.93.126.234/32,sa-east-1
aws,52.93.126.235/32,sa-east-1
aws,52.93.126.244/32,ap-south-1
aws,52.93.126.245/32,ap-south-1
aws,52.93.126.250/32,eu-west-3
aws,52.93.126.251/32,eu-west-3
aws,52.93.127.17/32,eu-west-3
aws,52.93.127.18/32,us-east-1
aws,52.93.127.19/32,us-east-1
aws,52.93.127.24/32,eu-west-1
aws,52.93.127.25/32,eu-west-1
aws,52.93.127.26/32,eu-west-1
aws,52.93.127.27/32,eu-west-1
aws,52.93.127.68/32,us-east-1
aws,52.93.127.69/32,us-east-1
aws,52.93.127.70/32,sa-east-1
aws,52.93.127.71/32,sa-east-1
aws,52.93.127.92/32,cn-northwest-1
aws,52.93.127.93/32,cn-northwest-1
aws,52.93.127.94/32,cn-northwest-1
aws,52.93.127.95/32,cn-northwest-1
aws,52.93.127.96/32,cn-northwest-1
aws,52.93.127.97/32,cn-northwest-1
aws,52.93.127.98/32,cn-northwest-1
aws,52.93.127.99/32,cn-northwest-1
aws,52.93.127.100/32,cn-northwest-1
aws,52.93.127.101/32,cn-northwest-1
aws,52.93.127.102/32,cn-northwest-1
aws,52.93.127.103/32,cn-northwest-1
aws,52.93.127.104/32,cn-northwest-1
aws,52.93.127.105/32,cn-northwest-1
aws,52.93.127.106/32,ap-southeast-1
aws,52.93.127.107/32,ap-southeast-1
aws,52.93.127.108/32,ap-southeast-1
aws,52.93.127.109/32,ap-southeast-1
aws,52.93.127.110/32,ap-southeast-1
aws,52.93.127.111/32,ap-southeast-1
aws,52.93.127.112/32,ap-southeast-1
aws,52.93.127.113/32,ap-southeast-1
aws,52.93.127.114/32,ap-southeast-1
aws,52.93.127.115/32,ap-southeast-1
aws,52.93.127.116/32,ap-southeast-1
aws,52.93.127.117/32,ap-southeast-1
aws,52.93.127.118/32,eu-west-1
aws,52.93.127.119/32,eu-west-1
aws,52.93.127.120/32,eu-south-1
aws,52.93.127.121/32,eu-south-1
aws,52.93.127.122/32,us-east-1
aws,52.93.127.123/32,us-east-1
aws,52.93.127.124/32,us-east-1
aws,52.93.127.125/32,us-east-1
aws,52.93.127.126/32,ap-south-1
aws,52.93.127.127/32,ap-south-1
aws,52.93.127.128/32,ap-south-1
aws,52.93.127.129/32,ap-south-1
aws,52.93.127.130/32,ap-south-1
aws,52.93.127.131/32,ap-south-1
aws,52.93.127.132/32,ap-south-1
aws,52.93.127.133/32,ap-south-1
aws,52.93.127.138/32,eu-central-1
aws,52.93.127.139/32,eu-central-1
aws,52.93.127.146/32,ap-northeast-1
aws,52.93.127.147/32,ap-northeast-1
aws,52.93.127.148/32,ap-northeast-1
aws,52.93.127.149/32,ap-northeast-1
aws,52.93.127.152/32,eu-north-1
aws,52.93.127.153/32,eu-north-1
aws,52.93.127.154/32,eu-west-1
aws,52.93.127.155/32,eu-west-1
aws,52.93.127.156/32,ap-northeast-1
aws,52.93.127.157/32,ap-northeast-1
aws,52.93.127.158/32,eu-west-1
aws,52.93.127.159/32,eu-west-1
aws,52.93.127.160/32,sa-east-1
aws,52.93.127.161/32,sa-east-1
aws,52.93.127.162/32,us-east-1
aws,52.93.127.163/32,us-east-1
aws,52.93.127.164/32,us-east-1
aws,52.93.127.165/32,us-east-1
aws,52.93.127.166/32,us-east-1
aws,52.93.127.167/32,us-east-1
aws,52.93.127.168/32,us-east-1
aws,52.93.127.169/32,us-east-1
aws,52.93.127.172/32,us-east-1
aws,52.93.127.173/32,us-east-1
aws,52.93.127.174/32,ap-northeast-1
aws,52.93.127.175/32,ap-northeast-1
aws,52.93.127.176/32,ap-northeast-1
aws,52.93.127.177/32,ap-northeast-1
aws,52.93.127.178/32,ap-northeast-1
aws,52.93.127.179/32,ap-northeast-1
aws,52.93.127.180/32,us-east-1
aws,52.93.127.181/32,us-east-1
aws,52.93.127.182/32,us-east-1
aws,52.93.127.183/32,us-east-1
aws,52.93.127.184/32,us-east-1
aws,52.93.127.185/32,us-east-1
aws,52.93.127.194/32,ap-southeast-1
aws,52.93.127.195/32,ap-southeast-1
aws,52.93.127.196/32,ca-central-1
aws,52.93.127.197/32,ca-central-1
aws,52.93.127.198/32,ap-northeast-2
aws,52.93.127.199/32,ap-northeast-2
aws,52.93.127.200/32,us-east-1
aws,52.93.127.201/32,us-east-1
aws,52.93.127.202/32,eu-west-1
aws,52.93.127.203/32,eu-west-1
aws,52.93.127.204/32,eu-west-1
aws,52.93.127.205/32,eu-west-1
aws,52.93.127.206/32,eu-west-1
aws,52.93.127.207/32,eu-west-1
aws,52.93.127.216/32,us-east-1
aws,52.93.127.217/32,us-east-1
aws,52.93.127.218/32,us-east-1
aws,52.93.127.219/32,us-east-1
aws,52.93.127.220/32,us-east-1
aws,52.93.127.221/32,us-east-1
aws,52.93.127.232/32,eu-west-1
aws,52.93.127.237/32,eu-central-1
aws,52.93.127.238/32,eu-central-1
aws,52.93.127.239/32,ap-northeast-1
aws,52.93.127.244/32,ap-northeast-1
aws,52.93.127.245/32,ap-northeast-1
aws,52.93.127.246/32,ap-northeast-1
aws,52.93.127.247/32,ap-northeast-1
aws,52.93.127.248/32,ap-northeast-1
aws,52.93.127.249/32,ap-northeast-1
aws,52.93.127.250/32,ap-northeast-1
aws,52.93.127.251/32,ap-northeast-1
aws,52.93.127.252/32,ap-northeast-1
aws,52.93.127.253/32,ap-northeast-1
aws,52.93.127.254/32,ap-northeast-1
aws,52.93.127.255/32,ap-northeast-1
aws,52.93.129.95/32,eu-south-1
aws,52.93.131.217/32,eu-south-1
aws,52.93.133.127/32,eu-south-1
aws,52.93.133.129/32,eu-south-1
aws,52.93.133.131/32,eu-south-1
aws,52.93.133.133/32,eu-south-1
aws,52.93.133.153/32,eu-south-1
aws,52.93.133.155/32,eu-south-1
aws,52.93.133.175/32,eu-south-1
aws,52.93.133.177/32,eu-south-1
aws,52.93.133.179/32,eu-south-1
aws,52.93.133.181/32,eu-south-1
aws,52.93.134.181/32,eu-south-1
aws,52.93.135.195/32,eu-south-1
aws,52.93.136.0/24,ap-northeast-1
aws,52.93.137.0/24,ap-northeast-2
aws,52.93.138.0/24,eu-west-2
aws,52.93.139.0/24,eu-west-2
aws,52.93.140.0/24,ap-south-1
aws,52.93.141.128/25,us-west-1
aws,52.93.146.0/24,sa-east-1
aws,52.93.147.0/24,us-east-1
aws,52.93.148.0/26,ap-south-1
aws,52.93.148.64/26,ap-south-1
aws,52.93.148.128/26,ap-south-1
aws,52.93.149.0/24,us-west-1
aws,52.93.150.0/24,ap-northeast-1
aws,52.93.151.0/24,sa-east-1
aws,52.93.152.160/32,eu-west-2
aws,52.93.152.161/32,eu-west-2
aws,52.93.152.162/32,eu-west-2
aws,52.93.152.163/32,eu-west-2
aws,52.93.152.164/32,eu-west-2
aws,52.93.152.165/32,eu-west-2
aws,52.93.152.166/32,eu-west-2
aws,52.93.152.167/32,eu-west-2
aws,52.93.152.192/32,eu-west-2
aws,52.93.152.193/32,eu-west-2
aws,52.93.152.194/32,eu-west-2
aws,52.93.152.195/32,eu-west-2
aws,52.93.152.196/32,eu-west-2
aws,52.93.152.197/32,eu-west-2
aws,52.93.152.198/32,eu-west-2
aws,52.93.152.199/32,eu-west-2
aws,52.93.153.64/32,eu-west-2
aws,52.93.153.65/32,eu-west-2
aws,52.93.153.66/32,eu-west-2
aws,52.93.153.67/32,eu-west-2
aws,52.93.153.68/32,eu-west-2
aws,52.93.153.69/32,eu-west-2
aws,52.93.153.70/32,eu-west-2
aws,52.93.153.71/32,eu-west-2
aws,52.93.153.80/32,eu-west-2
aws,52.93.153.96/32,eu-west-2
aws,52.93.153.97/32,eu-west-2
aws,52.93.153.98/32,eu-west-2
aws,52.93.153.99/32,eu-west-2
aws,52.93.153.100/32,eu-west-2
aws,52.93.153.101/32,eu-west-2
aws,52.93.153.102/32,eu-west-2
aws,52.93.153.103/32,eu-west-2
aws,52.93.153.128/32,eu-west-2
aws,52.93.153.129/32,eu-west-2
aws,52.93.153.130/32,eu-west-2
aws,52.93.153.131/32,eu-west-2
aws,52.93.153.132/32,eu-west-2
aws,52.93.153.133/32,eu-west-2
aws,52.93.153.134/32,eu-west-2
aws,52.93.153.135/32,eu-west-2
aws,52.93.153.148/32,eu-west-2
aws,52.93.153.149/32,eu-west-2
aws,52.93.153.168/32,eu-west-2
aws,52.93.153.169/32,eu-west-2
aws,52.93.153.170/32,eu-west-2
aws,52.93.153.171/32,eu-west-2
aws,52.93.153.172/32,eu-west-2
aws,52.93.153.173/32,eu-west-2
aws,52.93.153.174/32,eu-west-2
aws,52.93.153.175/32,eu-west-2
aws,52.93.153.176/32,eu-west-2
aws,52.93.153.177/32,eu-west-2
aws,52.93.153.178/32,eu-west-2
aws,52.93.153.179/32,eu-west-2
aws,52.93.156.0/22,ap-east-1
aws,52.93.178.128/32,us-west-1
aws,52.93.178.129/32,us-west-1
aws,52.93.178.130/32,us-west-1
aws,52.93.178.131/32,us-west-1
aws,52.93.178.132/32,us-west-1
aws,52.93.178.133/32,us-west-1
aws,52.93.178.134/32,us-west-1
aws,52.93.178.135/32,us-west-1
aws,52.93.178.136/32,us-west-1
aws,52.93.178.137/32,us-west-1
aws,52.93.178.138/32,us-west-1
aws,52.93.178.139/32,us-west-1
aws,52.93.178.140/32,us-west-1
aws,52.93.178.141/32,us-west-1
aws,52.93.178.142/32,us-west-1
aws,52.93.178.143/32,us-west-1
aws,52.93.178.144/32,us-west-1
aws,52.93.178.145/32,us-west-1
aws,52.93.178.146/32,us-west-1
aws,52.93.178.147/32,us-west-1
aws,52.93.178.148/32,us-west-1
aws,52.93.178.149/32,us-west-1
aws,52.93.178.150/32,us-west-1
aws,52.93.178.151/32,us-west-1
aws,52.93.178.152/32,us-west-1
aws,52.93.178.153/32,us-west-1
aws,52.93.178.154/32,us-west-1
aws,52.93.178.155/32,us-west-1
aws,52.93.178.156/32,us-west-1
aws,52.93.178.157/32,us-west-1
aws,52.93.178.158/32,us-west-1
aws,52.93.178.159/32,us-west-1
aws,52.93.178.160/32,us-west-1
aws,52.93.178.161/32,us-west-1
aws,52.93.178.162/32,us-west-1
aws,52.93.178.163/32,us-west-1
aws,52.93.178.164/32,us-west-1
aws,52.93.178.165/32,us-west-1
aws,52.93.178.166/32,us-west-1
aws,52.93.178.167/32,us-west-1
aws,52.93.178.168/32,us-west-1
aws,52.93.178.169/32,us-west-1
aws,52.93.178.170/32,us-west-1
aws,52.93.178.171/32,us-west-1
aws,52.93.178.172/32,us-west-1
aws,52.93.178.173/32,us-west-1
aws,52.93.178.174/32,us-west-1
aws,52.93.178.175/32,us-west-1
aws,52.93.178.176/32,us-west-1
aws,52.93.178.177/32,us-west-1
aws,52.93.178.178/32,us-west-1
aws,52.93.178.179/32,us-west-1
aws,52.93.178.180/32,us-west-1
aws,52.93.178.181/32,us-west-1
aws,52.93.178.182/32,us-west-1
aws,52.93.178.183/32,us-west-1
aws,52.93.178.184/32,us-west-1
aws,52.93.178.185/32,us-west-1
aws,52.93.178.186/32,us-west-1
aws,52.93.178.187/32,us-west-1
aws,52.93.178.188/32,us-west-1
aws,52.93.178.189/32,us-west-1
aws,52.93.178.190/32,us-west-1
aws,52.93.178.191/32,us-west-1
aws,52.93.178.192/32,us-west-1
aws,52.93.178.193/32,us-west-1
aws,52.93.178.194/32,us-west-1
aws,52.93.178.195/32,us-west-1
aws,52.93.178.196/32,us-west-1
aws,52.93.178.197/32,us-west-1
aws,52.93.178.198/32,us-west-1
aws,52.93.178.199/32,us-west-1
aws,52.93.178.200/32,us-west-1
aws,52.93.178.201/32,us-west-1
aws,52.93.178.202/32,us-west-1
aws,52.93.178.203/32,us-west-1
aws,52.93.178.204/32,us-west-1
aws,52.93.178.205/32,us-west-1
aws,52.93.178.206/32,us-west-1
aws,52.93.178.207/32,us-west-1
aws,52.93.178.208/32,us-west-1
aws,52.93.178.209/32,us-west-1
aws,52.93.178.210/32,us-west-1
aws,52.93.178.211/32,us-west-1
aws,52.93.178.212/32,us-west-1
aws,52.93.178.213/32,us-west-1
aws,52.93.178.214/32,us-west-1
aws,52.93.178.215/32,us-west-1
aws,52.93.178.216/32,us-west-1
aws,52.93.178.217/32,us-west-1
aws,52.93.178.218/32,us-west-1
aws,52.93.178.219/32,us-west-1
aws,52.93.178.220/32,us-west-1
aws,52.93.178.221/32,us-west-1
aws,52.93.178.222/32,us-west-1
aws,52.93.178.223/32,us-west-1
aws,52.93.178.224/32,us-west-1
aws,52.93.178.225/32,us-west-1
aws,52.93.178.226/32,us-west-1
aws,52.93.178.227/32,us-west-1
aws,52.93.178.228/32,us-west-1
aws,52.93.178.229/32,us-west-1
aws,52.93.178.230/32,us-west-1
aws,52.93.178.231/32,us-west-1
aws,52.93.178.232/32,us-west-1
aws,52.93.178.233/32,us-west-1
aws,52.93.178.234/32,us-west-1
aws,52.93.178.235/32,us-west-1
aws,52.93.182.128/26,ap-southeast-2
aws,52.93.183.64/28,eu-west-1
aws,52.93.183.80/28,eu-west-1
